date,query,num,base,fname,type,title,text,url,sub_rank,paid_by
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,Skelton: I'm voting 'no' on Prop. 23 and 'yes' on Prop. 19 - Los ...,7 days ago — Column: I'm a 'no' on dialysis measure Prop. 23 and 'yes' on the property tax breaks in Prop. 19. Here's why. A nurse and a patient with ...,https://www.latimes.com/california/story/2020-10-22/skelton-propositions-property-taxes-dialysis-clinics,3,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,Who wins and who loses with property tax measure Prop. 19 ...,"Oct 19, 2020 — The measure is the product of more than two years of work by the California ... But Proposition 19 adds many other elements — notably a tax increase for ... interests was not a driving force behind the push for Proposition 19.",https://www.latimes.com/homeless-housing/story/2020-10-19/proposition-19-property-tax-ballot-measure-explained-california,4,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,California Proposition 19: Property tax break for older ...,"Proposition 19 would allow homeowners 55 or older to carry their property tax break ... They floated a very similar initiative two years ago, which California voters rejected ... No ticket needed: Stadiums welcome voters for November election.",https://calmatters.org/election-2020-guide/proposition-19-property-tax-break/,5,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,YesOn19,"Vote Yes on Proposition 19 · ""This initiative will provide tax savings and housing relief for millions of seniors, removing unfair restrictions to make it more affordable ...",https://www.yeson19.vote/,6,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,PROPERTY TAX CHANGES - Prop.19: Yes or No? What Will It ...,"Oct 9, 2020 — Proposition 19 proposes to change Property Tax Assessments, Transfers, and Inheritance Rules. Here is the official language from the ...",https://www.youtube.com/watch?v=43zAjZOOy1o,7,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,No easy answers to questions on Prop. 19 - SFChronicle.com,"Oct 17, 2020 — Prop. 19 would expand one property tax break and shrink another. ... years of the sale — and transfer the tax base under Proposition 19's new ...",https://www.sfchronicle.com/business/networth/article/No-easy-answers-to-questions-on-Prop-19-15654598.php,8,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,California Prop 19 explained: Property tax changes for seniors ...,"Proposition 19 will benefit seniors, the disabled, and victims of wildfires keep a lower tax ... To help people ...Oct 13, 2020",https://www.cbs8.com/article/news/politics/elections/ca-prop-19-property-tax/509-a57ba18b-72fe-4715-83e8-c9dcf44c57e8,9,
10/28/2020,prop 19,19,prop,prop 19.html,ad,Vote Yes on 15 | $12B for Schools & Communities | yes15.org,Prop 15 is a balanced reform that closes property tax loopholes for wealthy corporations. It will reclaim billions every year to invest in our schools and local communities. Find An Event.,"http://yes15.org/,https://www.yes15.org/",0,Paid for by SCHOOLS AND COMMUNITIES FIRST
10/28/2020,prop 19,19,prop,prop 19.html,knowledge,,"See results about|See results about|See results about|2010 California Proposition 19|California Proposition 19 was a ballot initiative on the ...|California Proposition 19 was a ballot initiative on the November 2, 2010 ...",,0,
10/28/2020,prop 19,19,prop,prop 19.html,general,"California Proposition 19, Property Tax Transfers, Exemptions ...","California Proposition 19, the Property Tax Transfers, Exemptions, and Revenue for Wildfire Agencies and Counties Amendment, is on the ballot in California as ...‎Overview · ‎Text of measure · ‎Support · ‎Opposition","https://ballotpedia.org/California_Proposition_19,_Property_Tax_Transfers,_Exemptions,_and_Revenue_for_Wildfire_Agencies_and_Counties_Amendment_(2020)",0,
10/28/2020,prop 19,19,prop,prop 19.html,general,Proposition 19 | Official Voter Information Guide | California ...,"PRO Prop. 19 Limits Taxes on Seniors, Severely Disabled Homeowners, and Wildfire Victims; CLOSES unfair tax loopholes used by wealthy out-of-state ...‎Arguments and Rebuttals · ‎Analysis · ‎Proposition 20 · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/19/,1,
10/28/2020,prop 19,19,prop,prop 19.html,general,California Proposition 19: Property tax break for older ...,Proposition 19 would allow homeowners 55 or older to carry their property tax break with them if they move.,https://calmatters.org/election-2020-guide/proposition-19-property-tax-break/,2,
10/28/2020,prop 19,19,prop,prop 19.html,general,Property Tax Break Swap; California Prop 19 Means Different ...,"5 days ago — Prop 19 would allow homeowners over the age of 55 to keep their property tax rate for up to three moves anywhere in the state, it will also allow ...",https://sanfrancisco.cbslocal.com/2020/10/23/property-tax-break-swap-california-prop-19-means-different-things-to-different-homeowners/,3,
10/28/2020,prop 19,19,prop,prop 19.html,general,Who wins and who loses with property tax measure Prop. 19 ...,"Oct 19, 2020 — One of the most complicated measures on California's ballot this November is Proposition 19, which gives new property tax breaks to older ...",https://www.latimes.com/homeless-housing/story/2020-10-19/proposition-19-property-tax-ballot-measure-explained-california,4,
10/28/2020,prop 19,19,prop,prop 19.html,general,"Prop 19, pros and cons: CA's property tax break proposition ...","CA Prop 19: Property tax breaks. Proposition 19 includes two elements related to taxes tied to the transfer of ...Oct 14, 2020",https://www.abc10.com/article/news/politics/elections/prop-19-2020-election/103-9c845c00-99b9-4723-9aac-04e29e5097f6,5,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,knowledge,Proposition 20 | Official Voter Information Guide | California ...,"PRO Proposition 20 closes a loophole in the law that now allows convicted child molesters, sexual predators and others convicted of violent crimes to be released from prison early.","https://voterguide.sos.ca.gov/propositions/20/#:~:text=PRO%20Proposition%2020%20closes%20a,be%20released%20from%20prison%20early.",0,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,Proposition 20 | Official Voter Information Guide | California ...,,"https://voterguide.sos.ca.gov/propositions/20/#:~:text=PRO%20Proposition%2020%20closes%20a,be%20released%20from%20prison%20early.",0,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,California Proposition 20: Crime and criminal justice | CalMatters,"Specifically, Prop. 20 would: Give prosecutors new flexibility to charge some property crimes of more ... California's (mostly) all-mail 2020 election, explained.",https://calmatters.org/election-2020-guide/proposition-20-crime/,2,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,"California Proposition 20, Criminal Sentencing, Parole, and ...","California Proposition 20, the Criminal Sentencing, Parole, and DNA ... which felons convicted of nonviolent crimes, as defined in law, could be released on parole ... Californians Against the Prison Spending Scam, also known as No on Prop.‎Overview · ‎Initiative design · ‎Support · ‎Opposition","https://ballotpedia.org/California_Proposition_20,_Criminal_Sentencing,_Parole,_and_DNA_Collection_Initiative_(2020)",3,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,California Prop. 20 explained: Measure would reclassify some ...,"Sep 28, 2020 — What is Prop. 20? Measure would allow prosecutors to reclassify some misdemeanor crimes as felonies. KABC. By Adrienne Alpert. Monday ...",https://abc7.com/prop-20-california-2020-ca-what-is/6623811/,4,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,California Prop 20 explained: Increased penalties for crime ...,"CA Prop 20: Crime crackdown. Proposition 20 would increase penalties for certain property crimes and ...Oct 13, 2020",https://www.cbs8.com/article/news/politics/elections/ca-prop-20-crime-crackdown/509-f02114bd-7abf-45b7-9159-6526782a2800,5,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,Prop. 20 stirs debate over California criminal justice reform ...,"Oct 16, 2020 — Prop. 20 sparks debate over effects of criminal justice reform in ... and, in some cases, by a total lack of understanding of human nature and no ...",https://www.latimes.com/california/story/2020-10-16/proposition-20-criminal-justice-reform-changes-california,6,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,Prop. 20 Asks: Should California Rollback Recent Criminal ...,"Oct 9, 2020 — We're explaining the 12 propositions on the California ballot in our series, Bay Curious Prop Fest (psst, check out the podcast if you haven't ...",https://www.kqed.org/news/11841579/prop-20-asks-should-california-rollback-recent-criminal-justice-reforms-transcript,7,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,Guest commentary: Making the case for 'Yes' on Prop 20,"Oct 3, 2020 — Prop 20 reinstates DNA collection for certain crimes that were reduced to misdemeanors as part of Proposition 47. Multiple studies have shown ...",https://www.redding.com/story/opinion/2020/10/03/guest-commentary-making-case-yes-prop-20/3592127001/,8,
10/28/2020,prop 20 explained,20,explained,prop 20 explained.html,general,About | Yes on 20 | The Keep California Safe Initiative,Proposition 20 expands the list of violent crimes for which early release is not an option · Under 2014's Prop. · Gives victims reasonable notice of inmates' release ...,https://keepcalsafe.org/about/,9,
10/28/2020,prop 20 how to vote,20,how to vote,prop 20 how to vote.html,general,Proposition 20 | Official Voter Information Guide | California ...,PROP 20 ... YES A YES vote on this measure means: People who commit certain ... PRO Proposition 20 closes a loophole in the law that now allows convicted ...‎Arguments and Rebuttals · ‎Proposition 21 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/20/,0,
10/28/2020,prop 20 how to vote,20,how to vote,prop 20 how to vote.html,general,"California Proposition 20, Criminal Sentencing, Parole, and ...","California Proposition 20, the Criminal Sentencing, Parole, and DNA Collection ... A ""yes"" vote supports this initiative to add crimes to the list of violent felonies for ... Californians Against the Prison Spending Scam, also known as No on Prop.‎Jim Cooper · ‎Devin Nunes · ‎Proposition 57 · ‎Proposition 47","https://ballotpedia.org/California_Proposition_20,_Criminal_Sentencing,_Parole,_and_DNA_Collection_Initiative_(2020)",1,
10/28/2020,prop 20 how to vote,20,how to vote,prop 20 how to vote.html,general,California Proposition 20: Crime and criminal justice | CalMatters,"Proposition 20: Crackdown on crime ... Specifically, Prop. 20 would: Give prosecutors new flexibility to charge some property crimes ... Why am I voting on this?",https://calmatters.org/election-2020-guide/proposition-20-crime/,2,
10/28/2020,prop 20 how to vote,20,how to vote,prop 20 how to vote.html,general,Your Guide To The Ballot Propositions In California's General ...,3 days ago — Californians have 12 statewide ballot propositions to vote on this year. ... Proposition 20: Recategorize criminal sentencing charges ... Read more arguments against Prop 14 from Southern California News Group and the San ...‎Proposition 18: Allow some ... · ‎Proposition 19: Property tax ...,https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,3,
